objectid,title,location,format,date,filename,language,subject,descripction,latitude,longitude
1,"Tarbes - Les Hautes Pyrénées
","Tarbes, Francia ",application/pdf,1911,Fotos/1-58.Francia/001.pdf,fr,Edificio; Altos Pirineos; Patrimonio extinto; Hermanos Labouche ,"Oficina postal de la ciudad de Tarbes en los altos Pirineos, foto hecha por los hermanos Labouche , color: Sepia, medidas: 9 x14 cm
",43.2331,0.077547
2,Château de la Malmaison - Chapelle,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/002.pdf,fr,Castillo; Realeza; Iglesia; Napoléon,"Foto de la fachada trasera de la capilla y el castillo Malmaison en donde vivió la emperatriz Josefina que reinó de 1804 a 1810. Color: sepia, medidas: 9x14cm",48.8708,2.166848
3,Le Roi De Rome,"Paris, Francia",application/pdf,1911,Fotos/1-58.Francia/003.pdf,fr,Realeza; HIstoria; Napoleón,"Retrato del primer hijo de Napoleón Bonaparte, Napoleon François Joseph Charles , durante su infancia. Probablemente, dentro del Palacio de Tullerías. Color: sepia, medidas: 9x14cm",48.86222222,2.331111111
4,L'Armee Francaise. Compagnie Cycliste en marche.,Francia,application/pdf,1911,Fotos/1-58.Francia/004.pdf,fr,Ejército; Milicia; Guerra,"Compañía ciclista armada de la Primera Guerra Mundial, escuadrón 132. Color: sepia, medidas: 9x14cm",46.768571,2.482407
5,L'Armee Français- Artilleriè de Forteresse,Francia ,application/pdf,1911,Fotos/1-58.Francia/005.pdf,fr,Ejército; Milicia; Guerra,"Soldados franceses de la Primera Guerra Mundial en trincheras , fortalezas y escaleras.Color: a color, medidas: 9x14cm",46.768571,2.482407
6,Napoleón- Le Retour de l'Ile d'Elbe.,"Grenoble , Francia",application/pdf,1911,Fotos/1-58.Francia/006.pdf,fr,Pintura; Historia; Napoleón,"En la imagen se puede apreciar la pintura de Charles de Steuben llamada Napoleón el retorno de la isla de Elba pintada en 1818. En esta pintura se retrata el momento de retorno de Napoleón a Francia tras su destierro en la isla de Elba. Se observa siendo saludado por el coronel Charles François, conde de La Bédoyère, y el séptimo batallón liderado por el. Este hecho histórico ocurrió en Grenoble el 7 de marzo de 1815. Color: sepia, medidas: 9x14cm",45.18694444,5.726388889
7,Waterloo,Francia ,application/pdf,1911,Fotos/1-58.Francia/007.pdf,fr,"Napoleón, Ejército; Milicia; Guerra; Waterloo; Historia; Pintura","Pintura representativa de la Napoleón en la batalla de Waterloo el 18 de junio de 1815. Color: sepia, medidas: 9x14cm",46.768571,2.482407
8,Translation des restes de Napoléon I ,"Paris, Francia",application/pdf,1911,Fotos/1-58.Francia/008.pdf,fr,"Napoleón, Muerte; París; Realeza","El 15 de diciembre de 1840 por orden del rey Felipe, llegaron los restos de Napoleón de Viena a  Paris, Color: sepia y Blanco y negro, medidas: 9x14cm",48.85341,2.3488
9,Les Adieux de Fontainebleau,"Fontainbleau, Francia ",application/pdf,1911,Fotos/1-58.Francia/009.pdf,fr,Batalla; Tratado; Fontainbleau; Historia; Napoleon; ,"Cuadro del pintor Emile Jean Horace Vernet Las despedidas de Fontainebleau, (20 de abril de 1814), este momento que .Color: sepia, medidas: 9x14cm",48.405,2.7021
10,L’Abdication Napoleon a Fontainbleau,"Paris, Francia ",application/pdf,1911,Fotos/1-58.Francia/010.pdf,fr,Napoleón; Abdicación; Fontainbleau; Historia; Pintura; Tratado de Fontainbleau; 1814; SUPRA Paris,"Cuadro de Napoleón abdicando en Fontainbleau en 1814. En este suceso histórico Napoleón renuncio a su poder y anuncio su exilio a la Isla de Elba. Edición artística ""SUPRA ""Paris. Color: sepia, medidas: 9x14cm",48.85341,2.3488
11,"Lettre de Josephine,divorce",Francia,application/pdf,1911,Fotos/1-58.Francia/011.pdf,fr,Carta; Josephine; Divorcio; Napoleón ,"Carta de Josephine aceptando el divorcio de Napoleón I. Color: sepia, medidas: 9x14cm",46.768571,2.482407
12,Testament de Napoléon 1er,París; Francia,application/pdf,1911,Fotos/1-58.Francia/012.pdf,fr,Testamento de Napoleón; Archivos Nacionales; Armario de Hierro; Paris,"Testamento de Napoleón I conservado en el armario de hierro. Actualmente se encuentra bajo el resguardo de los Archivos Nacionales de París. El armario de hierro era un lugar secreto donde se guardaban asuntos secretos nacionales.  Color: sepia, medidas: 9x14cm",48.85341,2.3488
13,Hôtel Gaisson,"Toulouse, Francia",application/pdf,1911,Fotos/1-58.Francia/013.pdf,fr,Hotel Gassion; Hotel de Lujo; Toulouse,"Foto del Hotel de lujo Gassion en el distrito de Pau., el cual  es un símbolo de la alta sociedad y fue abierto en 1872. Color: sepia, medidas: 9x14cm",43.60426,1.44367
14,Château de la Malmaison- Allée de l'Exil,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/014.pdf,fr,Castillo Malmaison; Emperatriz Josefina; Napoleón,"Castillo Malmaison en donde vivió la emperatriz Josefina tras haberse divorciado y murió ahí en 1814. Color: sepia, medidas: 9x14cm",48.8708,2.166848
15,A St. Hélène le Rêve ,"Isla de Santa Elena, Francia",application/pdf,1911,Fotos/1-58.Francia/015.pdf,fr,Isla Santa Elena; Napoleón; El Sueño; Obra de arte; Exilio; El sueño en Santa Elena,"Pintura de Napoleón teniendo un sueño durante su exilio en la Isla de Santa Elena. Color: sepia, medidas: 9x14cm",-15.95,-5.716667
16, Le Mariage de Napoleón et de Marie Louise,"Paris, Francia",application/pdf,1911,Fotos/1-58.Francia/016.pdf,fr,Matrimonio de Napoleón; Realeza; Louvre; Palacio; Napoleon; María Luisa; Rouget; Pintura,"Pintura del matrimonio de Napoleón Bonaparte con la archiduquesa María Luisa de Austria en el palacio de Louvre el 2 de abril de 1810 según a como lo describió el militar Rouget. Color: sepia, medidas: 9x14cm",48.861028,2.335886
17,Napoléon à Waterloo,Francia ,application/pdf,1911,Fotos/1-58.Francia/017.pdf,fr,Napoleón; Waterloo; Batalla de Waterloo; Litografía; Raffet; 18 de junio de 1815,"Litografía de Napoleón en la Batalla de Waterloo el 18 de junio de 1815 hecha por Augusto Raffet. Color: sepia, medidas: 9x14cm",46.768571,2.482407
18,Napoléon à la tête de ses Escadrons,"París, Francia ",application/pdf,1911,Fotos/1-58.Francia/018.pdf,fr; de; en; es; ru; it,Salones de París; Waterloo; Víspera Batalla de Waterloo; Guerra; Ejército; Milicia; Napoleón; Inglaterra; Francia,"Postal de los Salones de París. En ella se muestra una pintura hecha por Henri Charlie de la víspera de la batalla de Waterloo, mostrando a Napoleón al frente de sus escuadrones de servicio, dando caza al ejército Inglés. - Foto ND. Color: sepia, medidas: 9x14cm",48.85341,2.3488
19,Passage de la Beresina,Francia,application/pdf,1911,Fotos/1-58.Francia/019.pdf,fr; de,Ejército; Milicia; Guerra; Invasión napoleónica a rusia; Napoleón; Batalla del Bezina; Bezina; Derrota,"Imagen que retrata el cruce  del río Berezina, el paso de la Berezina o mejor conocida como la batalla del Berizina, cuando el ejército napoleónico invadió territorio ruso pero terminó retirándose y el 14 de diciembre de 1812 se retiro del suelo ruso, .Color: sepia, medidas: 9x14cm",46.768571,2.482407
20,Matin de Waterloo,Francia,application/pdf,1911,Fotos/1-58.Francia/020.pdf,fr,Waterloo; Ejército; Milicia; Napoleón; Batalla de Waterloo,"Napoleón dirigiendo por la mañana a sus tropas en Waterloo. Color: sepia, medidas: 9x14cm",46.768571,2.482407
21,Innsbruck gegen süden ,"Innsbruck, Austria",application/pdf,1911,Fotos/1-58.Francia/021.pdf,de,Austria; Ciudad; Paisaje; Alpes ,"Paisaje de la ciudad de Innsbruck con vista hacia al sur dejando ver los Alpes. Color: sepia, medidas: 9x14cm",47.268333,11.393333
22,L'Empereur Napoléon à tous les àges,Francia,application/pdf,1911,Fotos/1-58.Francia/022.pdf,fr,Napoleón; Batalla de Moskowa; Carle-Vernet; Litografía,"Litografía hecha  por Carle-Vernet representando a Napoleón a diferentes edades en la batalla de Moskowa de 1812, teniendo como figura principal a su o de 43 años de ese entonces. Color: sepia, medidas: 9x14cm",46.768571,2.482407
23,Napoléon abandonne le Kremlin Moscou ,Francia,application/pdf,1911,Fotos/1-58.Francia/023.pdf,fr; en; de; ru; es; it,Maurice Henri; Napoleón; Invasión Rusa; Kremlin; Moscú; Incendio de Moscú; Ejército; Rusia; Francia; Retirada; Pintura,"Pintura de Maurice Henri de 1813 que retrata el momento en el que Napoleón abandona el Kremlin de Moscú. Este evento sucedió debido  el incendio de Moscú  provocado por ejercito ruso durante la invasión napoleónica a Rusia ocurrida en 1812. Color: sepia, medidas: 9x14cm",46.768571,2.482407
24,St. Therese de L'Enfant-Jésus- première communiante,Francia,application/pdf,1911,Fotos/1-58.Francia/024.pdf,fr; en,Retrato; Santa Teresa del niño de Jesús; Pintura; Religión; Primera Comunión; Monja; Doctora de la Iglesia,"Retrato de Santa Teresa del Niño Jesús y de la Santa Faz, el día de su Primera Comunión. Santa Teresa es una monja que fue considerada por el papa Pío X  ""La Santa más grande de los tiempo modernos"" aunque se le conoce tambien como Santa Teresita. Nació en Normandía el 2 de enero de 1873 y murió el 30 de septiembre de 1897 a los 24 años por tuberculosis. En 1997 fue declarada doctora de la iglesia por el papa Juan Pablo II. Color: sepia, medidas: 9x14cm",46.768571,2.482407
25,Napoleón en Santa Helena,"París, Francia",application/pdf,1911,Fotos/1-58.Francia/025.pdf,fr,Napoleón; Exilio; Santa Elena; Mar; Isla; Litografía,"Litografía a color de Napoleón observando el mar desde su exilio en Santa Elena. Color: a color, medidas: 9x14cm",48.85341,2.3488
26,Rey José I Bonaparte de España,"Versalles, Francia",application/pdf,1911,Fotos/1-58.Francia/026.pdf,fr,Rey de España; Versalles,"Retrato del Rey José I Bonaparte de España. Color: sepia, medidas: 9x14cm",48.804806,2.120333
27,Napoleon - La Retraite de Russie.,Francia,application/pdf,1911,Fotos/1-58.Francia/027.pdf,fr,Retirada de Rusia; Napoleón; Moscú; Derrota; Invasión a Rusia,"Litografía retirada de Napoleón y su ejército del territorio  ruso. Color: sepia, medidas: 9x14cm",46.768571,2.482407
28,Château de la Malmaison-  La salle de billard,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/028.pdf,fr,Castillo Malmaison; Emperatriz Josefina; Napoleón; Sala de billar; El primer Consúl; tapicería; Beauvais,"Castillo de la Malmaison. Sala de billar de la antigua residencia de la emperatriz Joséfina. Sala ""El primer cónsul"" con tapicería de Beauvais. Color: sepia, medidas: 9x14cm",48.8708,2.166848
29,Evreux -l'Hostellerie du Grand Cerf,"Erveux, Francia",application/pdf,1911,Fotos/1-58.Francia/029.pdf,fr,Potinière; Posada del Gran Ciervo; Hotel; Restaurante; Evreux;  Normandía; Jardín de té: Aire libre,"Potinière ubicada en el patio de la posada del Gran Ciervo que es un hotel y restaurante localizada en la ciudad de Evreux en Normandía. Potinière es un término francés que se refiere a un jardín de té o un lugar donde se sirven bebidas y aperitivos al aire libre. . Color: sepia, medidas: 9x14cm",49.023333,1.1525
30,Nice - La Cascade du Château,"Nice, Francia",application/pdf,1911,Fotos/1-58.Francia/030.pdf,fr,Cáscada; Nice; Castillo; Fotografía,"Vista desde la ciudad de la cascada espléndida del castillo de la ciudad de Nice. Color: sepia, medidas: 9x14cm",43.6921,7.2796
31,Nice- Hôtel de la Méditerranée,"Nice, Francia",application/pdf,1911,Fotos/1-58.Francia/031.pdf,fr,Hotel mediterráneo; Nice; Fachada; Fotografía,"Fachada del Hotel Mediterráneo de Nice. Color: sepia, medidas: 9x14cm",43.6952,7.26313
32,Nice - Hall de l'Hôtel de la Méditerranée,"Nice, Francia",application/pdf,1911,Fotos/1-58.Francia/032.pdf,fr,Hotel mediterráneo; Nice; Lobby; Recepción; Fotografía,"Sala de recepción del Hotel de Mediterráneo. Color: sepia, medidas: 9x14cm",43.6952,7.26313
33,Château de la Malmaison- Voiture du Mariage de Napoléon & Joséphine,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/033.pdf,fr,Castillo de la Malmaison; Boda; Napoleón; Josefina; Carruaje; Litografía,"Castillo de la Malmaison. Litografía de Napoleón I con Josefina dentro de su carruaje de bodas. Color: blanco y negro, medidas: 9x14cm",48.8708,2.166848
34,Château de la Malmaison- Le Salon,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/034.pdf,fr,Castillo de la Malmaison; Napoleón; Josefina; Fotografía; Salón,"Castillo de la Malmaison, Salón de la antigua residencia de la emperatriz Josefina. Color: sepia, medidas: 9x14cm",48.8708,2.166848
35,Château de la Malmaiso- Salle à Manger,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/035.pdf,fr,Castillo de la Malmaison; Napoleón; Josefina; Fotografía; Comedor,"Castillo de la Malmaison, Comedor de la antigua residencia de la emperatriz Josefina. Color: sepia, medidas: 9x14cm",48.8708,2.166848
36,Château de la Malmaison-  La Chapelle,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/036.pdf,fr,Castillo de la Malmaison; Napoleón; Josefina; Fotografía; Capilla,"Castillo de la Malmaison, Capilla de la antigua residencia de la emperatriz Josefina. Color: sepia, medidas: 9x14cm",48.8708,2.166848
37,Château de la Malmaison - Ecran brodé par l'Impératrice Joséphine,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/037.pdf,fr,Castillo de la Malmaison; Napoleón; Josefina; Fotografía; Biombo bordado; Emperatriz,"Castillo de la Malmaison. Biombo bordado de la emperatriz Josefina. Color: sepia, medidas: 9x14cm",48.8708,2.166848
38,Château de la Malmaison - Trône de Napoléon 1er,"Rueil-Malmaison, Francia",application/pdf,1911,Fotos/1-58.Francia/038.pdf,fr,Castillo de la Malmaison; Napoleón; Josefina; Fotografía; Trono de Napoleón,"Castillo de la Malmaison. Color: sepia, medidas: 9x14cm",48.8708,2.166848
39,Vizir et Chien de Napoléon à l'Ile d'Elbe.,"París, Francia",application/pdf,1911,Fotos/1-58.Francia/039.pdf,fr,Sala Louvois; Museo del Ejército; Vizir; caballo; Napoleón; Perro; Isla de Elba,"Sala Louvois del Museo del Ejército. Fotografía de del caballo y perro de Napoleón disecados. El caballo se llama ""Vizir” fue donado por ""el Sultán"" en 1805 y el perro  de Napoleón es el que tuvo durante su época en la Isla de Elba. Color: sepia, medidas: 9x14cm",48.8535,2.3128
40,Royan - Vailieres,"Royan, Francia",application/pdf,1911,Fotos/1-58.Francia/040.pdf,fr,Rocas independientes; Vailieres; Alrededores de Royan. Edición Nuevas Galerías,"Foto del conjunto de Rocas independientes en Vailieres, que se encuentra cerca de los alrededores de Royan. Edición Nuevas Galerías. Color: sepia, medidas: 9x14cm",45.900278,5.936111
41,Tarbes - Sortie des Ouvriers de l'Arsenal,"Tarbes, Francia ",application/pdf,1911,Fotos/1-58.Francia/041.pdf,fr,Edificio; Altos Pirineos; Patrimonio extinto; Hermanos Labouche; Arsenal,"Salida de los trabajadores del Arsenal de Tarbes en los Altos Pirineos. Color: sepia, medidas: 9x14cm",43.2376,0.0774
42,Pontaillac - La Plage.,"Pontaillac, Francia",application/pdf,1911,Fotos/1-58.Francia/042.pdf,fr,Playa; Pontaillac,"Imagen de gente en la playa de Pontaillac. Color: sepia, medidas: 9x14cm",45.626744,-1.0517756
43,Royan - Le Casino Municipal,"Royan, Francia",application/pdf,1911,Fotos/1-58.Francia/043.pdf,fr,Casino; Royan; Edición Nuevas Galerías,"Casino municipal de la ciudad de Royan. Edición Nuevas Galerías. Color: sepia, medidas: 9x14cm",45.623056,-1.043056
44,Royan - Le Boulevard Saint-Georges,"Royan, Francia",application/pdf,1911,Fotos/1-58.Francia/044.pdf,fr,Royan; Edición Nuevas Galerías; Bulevar Saint Georges,"Bulevar Saint-Georges. Edición Nuevas Galerías. Color: sepia, medidas: 9x14cm",45.623056,-1.043056
45,Royan- Le Casino Municipal vu de la Mer,"Royan, Francia",application/pdf,1911,Fotos/1-58.Francia/045.pdf,fr,Royan; Edición Nuevas Galerías; Casino,"Casino Municipal de Royan visto desde el Mar. Nueva Edición Galerías. Color: sepia, medidas: 9x14cm",45.623056,-1.043056
46,Royan - Le Casino de Foncillon,"Royan, Francia",application/pdf,1911,Fotos/1-58.Francia/046.pdf,fr,Royan; Edición Nuevas Galerías; Casino de Foncillon,"El Casino de Foncillon. Edición Nuevas Galerías. Color: sepia, medidas: 9x14cm",45.623056,-1.043056
47,La Dernière Revue - H. Vernet.,Francia,application/pdf,1911,Fotos/1-58.Francia/047.pdf,fr,Retirada Waterloo; Ejército; MIlicia; Francia; Horace Vernet; Napoleón,"""El último desfile"" , cuadro del artista francés Horace Vernet, pintado en 1815. El cuadro representa la retirada del ejército francés tras la batalla de Waterloo. Esta escena marca el final del reinado de Napoleón Bonaparte y el comienzo de la restauración de la monarquía en Francia. Color: blanco y negro, medidas: 9x14cm",46.768571,2.482407
48,Exercice d'assouplissement. LV & CIS,Francia,application/pdf,1911,Fotos/1-58.Francia/048.pdf,fr,Entrenamiento; Ejército; MIlicia; Francia; Napoleón; Exercice d'assouplissement; LV & CIS,"Método de entrenamiento físico usado por el ejército francés para mejorar la fuerza, la flexibilidad y la agilidad de los soldados. Color: a color, medidas: 9x14cm",46.768571,2.482407
49,"L'Empereur Napoléon reçoit au Palais des Tuileries, la Comtesse de Bonchamps","Versalles, Francia",application/pdf,1911,Fotos/1-58.Francia/049.pdf,fr,Palacio de Tullerías; Museode Versalles; Versalles; Napoleón; Condesa Bonchamps; Legrip,"Pintura ""L'Empereur Napoléon reçoit au Palais des Tuileries, la Comtesse de Bonchamps"" de F. Legrip fue realizada en 1808 y representa la escena en la que Napoleón recibe a la condesa de Bonchamps en el Palacio de las Tullerías. Color: sepia, medidas: 9x14cm",48.804806,2.120333
50,Sainte Therese de L'Enfant-Jésus- crucifix de roses,Francia,application/pdf,1911,Fotos/1-58.Francia/050.pdf,fr,Pintura; Santa Teresa del niño de Jesús; Retrato; Religión; Monja; Monja Carmelita; Crucifijo; Rosas; Maurice Denis,"Pintura y retrato de ""Santa Teresa del Niño Jesús cubriendo su crucifijo con rosas"", también conocida como ""Quiero pasar mi cielo haciendo el bien en la tierra"", por  Maurice Denis en 1901. Color: sepia, medidas: 9x14cm",46.768571,2.482407
51,L'Armee Français.Artillerie de Forteresse,Francia,application/pdf,1911,Fotos/1-58.Francia/051.pdf,fr,Artillería; Ejército Francés; Milicia; Litografía; 95 mm; Soldados; Guerra,"La litografía hecha a principios del siglo XX, muestra una batería de artillería de 95 mm, una de las armas utilizadas por el ejército francés en la época. La imagen representa un momento en el que la artillería estaba siendo modernizada y mejorada en preparación para una posible guerra. Color: a color, medidas: 9x14cm",46.768571,2.482407
52,Johann Strauss-Monument im Stadtpark,"Viena, Aistria",application/pdf,1911,Fotos/1-58.Francia/052.pdf,de; fr; en ,Monumento; Johann Strauss; Viena; Stadtpark; Parque; Hermanos Kohn Viena 1,"Foto del Monumento a Johann Strauss en el parque citadino de Viena. Color: sepia, medidas: 9x14cm",48.2038,16.3791
53,Le Bataille de Friedland,Francia,application/pdf,1911,Fotos/1-58.Francia/053.pdf,fr,Batalla de Friedland; Victoria; Horace Vente; Napoleón; Guerra Prusia; Emperador,"""La Batalla de Friedland"" por el pintor Horace Vente, muestra el momento de la victoria de Napoleón en Friedland que le ayudo a consolidar su poder como emperador en Europa. Color: sepia, medidas: 9x14cm",46.768571,2.482407
54,Eugène de Beauharnois,"París, Francia",application/pdf,1911,Fotos/1-58.Francia/054.pdf,fr,Eugéne de Beauharnais; Vizconde; Paris; Nobleza; Heredero presunto de Italia; Napoleón ,"En la postal se lee "" EUGÈNE DE BEAUHARNAIS. Nació en París en 1781. Hijo del vizconde de Beauharnais y de Joséphine Tascher de la Pagerie (más tarde emperatriz de los franceses). Cuando Bonaparte se casó con su madre (1796), desempeñó un papel importante, se convirtió sucesivamente en general, príncipe (1804) y virrey de Italia (1805). En 1806, se casó con la princesa Amélie, hija del rey de Baviera, y fue reconocido por Napoleón como el heredero presunto de la corona de Italia. Se cubrió de gloria durante las guerras del Imperio y se negó a separar su causa de la del emperador. Después de la caída del Imperio, se retiró con su suegro, con el título de duque de Leuchtenberg, y murió en Munich en 1824."". Color: blanco y negro, medidas: 9x14cm",46.768571,2.482407
55,Paris- Zeppelin,"París, Francia ",application/pdf,1911,Fotos/1-58.Francia/055.pdf,fr,Ataques aéreos; Zepelines alemanes; París; Primera Guerra Mundial; Piratas boches,"""LOS ZEPPELINES SOBRE PARÍS: CRÍMENES ODIOSES DE LOS PIRATAS BOCHES. Lado de la casa derrumbado. ELD Visé, París "" Ataques de Zepelines aéreos alemanes en Francia durante la Primera Guerra Mundial. En la postal se muestra específicamente la foto de una casa que fue destruida durante los ataques a la capital. Se usa la expresión ""Piratas Boche"" que se refiere a la manera en la que los franceses veían a los alemanes durante la época. Color: sepia, medidas: 9x14cm",48.8535,2.3128
